iter	Logloss
0	0.6871952793
1	0.6799149708
2	0.6733719796
3	0.666689703444	0.662364280655	0.658119273166	0.653013818677	0.647673341688	0.641952028999	0.6374672496110	0.6321048252111	0.6290047023112	0.6248901256113	0.619826148
14	0.6159063667
15	0.6126433117
16	0.6107092297
17	0.6078835229
18	0.603706363
19	0.6010497499
20	0.5977489325
21	0.5940731319
22	0.5922586052
23	0.5898806081
24	0.5885114882
25	0.5867521926
26	0.5858442253
27	0.5838821457
28	0.5820659788
29	0.5802591077
30	0.5781011235
31	0.57712505
32	0.5747634223
33	0.5736997353
34	0.5714880233
35	0.5705353747
36	0.5694903918
37	0.5684897081
38	0.5669712208
39	0.5655517725
40	0.5637040057
41	0.5625309147
42	0.5611307472
43	0.560752208
44	0.5602414967
45	0.5591380179
46	0.5586390624
47	0.5574934123
48	0.5565916674
49	0.5558165708
50	0.5551421008
51	0.5542584312
52	0.553336666
53	0.5523404287
54	0.5515612483
55	0.5501632729
56	0.5500167261
57	0.5495257987
58	0.5487045194
59	0.5471827524
60	0.5463328465
61	0.5458849007
62	0.5445649488
63	0.5435610581
64	0.5429925049
65	0.5424071915
66	0.5418055158
67	0.540950133
68	0.5402269567
69	0.5399618433
70	0.5394586715
71	0.5381288185
72	0.5372417895
73	0.5367664724
74	0.5360732881
75	0.535224494
76	0.534753855
77	0.5336885855
78	0.5332980259
79	0.5328648588
80	0.5325902699
81	0.5320852176
82	0.5315089394
83	0.530889882
84	0.5303962289
85	0.5300971085
86	0.5300149695
87	0.5300149693
88	0.5292382741
89	0.5287814266
90	0.5285514298
91	0.5280111424
92	0.5271871451
93	0.5267957644
94	0.5265413032
95	0.5256720332
96	0.5253581041
97	0.5245477373
98	0.5241125976
99	0.5235575504
100	0.5231824251
101	0.5223288056
102	0.5220522484
103	0.5215446307
104	0.5210740971
105	0.5205771171
106	0.5202158425
107	0.5194607625
108	0.5188444305
109	0.5183070453
110	0.5175468135
111	0.5175239902
112	0.5172747616
113	0.516773187
114	0.5164611097
115	0.5163281974
116	0.516038147
117	0.515663657
118	0.5153437275
119	0.5150399263
120	0.5145963184
121	0.5144560393
122	0.5140653943
123	0.513709683
124	0.5133506692
125	0.5132388479
126	0.5126747332
127	0.5121430277
128	0.5115913419
129	0.5115353649
130	0.5113286452
131	0.5109141308
132	0.5103154262
133	0.5102093967
134	0.5095404993
135	0.5091512378
136	0.5088554841
137	0.5087641885
138	0.5084711655
139	0.508350605
140	0.5082794189
141	0.5078388189
142	0.5074325927
143	0.5070819493
144	0.5069629274
145	0.5067042344
146	0.5064140206
147	0.5062203471
148	0.5061472738
149	0.5060815789
150	0.5057936997
151	0.5050962578
152	0.5047644308
153	0.5046768807
154	0.5043561459
155	0.5041801011
156	0.5035816865
157	0.5032920566
158	0.5028901394
159	0.5026074686
160	0.50236426261161	0.50221309611162	0.502213093
163	0.5022130901
164	0.501952125
165	0.5017933803
166	0.5014932881
167	0.5011910931
168	0.5007301765
169	0.5004563219
170	0.5003482149
171	0.50011532617172	0.49987668317173	0.49965018117174	0.49927904217175	0.499271
176	0.4989387826
177	0.4988994934
178	0.4985748752
179	0.4983878858
180	0.4983878858
181	0.4980913448
182	0.4980913446
183	0.497387139
184	0.4972192271
185	0.4971046358
186	0.4968944578
187	0.4968740042
188	0.4963513646
189	0.4961135992
190	0.4961135982
191	0.4958768885
192	0.4955682318
193	0.4953123171
194	0.4951224144
195	0.4947487107
196	0.4946208834
197	0.4944245143
198	0.4939486783
199	0.4936905428
200	0.4935998742
201	0.4932170578
202	0.4932165432
203	0.4928919141
204	0.4924468235
205	0.4922767519
206	0.4922767517
207	0.4916077526
208	0.4915680716
209	0.49133271672210	0.49118074242211	0.49094105612212	0.49078698172213	0.49052858421214	0.49027447221215	0.48979129721216	0.48951066321217	0.48920942218218	0.48892074219219	0.48850184220220	0.48850144221221	0.48850144222222	0.48812151223223	0.48788506224224	0.4876309225	225	0.4874079226	226	0.4869909227	227	0.4869857228	228	0.4867123229229	0.48629285230230	0.48612639231231	0.48601974232232	0.48559644233233	0.4854140523234	0.48538301323235	0.48486179223236	0.48486179123237	0.48486179238238	0.48469964239239	0.48441193240240	0.4844119324241	0.48432197724242	0.48419683824243	0.48412128224244	0.4841123742245	0.48411193822246	0.48411157524247	0.48365379724248	0.48335382424249	0.48300739250250	0.4827121425251	0.48227944325252	0.48214063925253	0.48133906525254	0.48090811925255	0.48047770725256	0.48047770625257	0.48037977325258	0.48027874525259	0.47961834126260	0.4794003112261	0.47926192972262	0.47921598432263	0.479000135
264	0.4782844067
265	0.4782217869
266	0.4780971711
267	0.4777802863
268	0.4776347037
269	0.4776347016
270	0.4774459615
271	0.477285517
272	0.4770338481
273	0.4767841686
274	0.4764318971
275	0.4758786978
276	0.4757934654
277	0.4755480641
278	0.4753725661
279	0.4750007964
280	0.4746539598
281	0.4739338906
282	0.4736478759
283	0.4733155294
284	0.4732782617
285	0.47297569412286	0.47279732328287	0.47275097728288	0.47232339289289	0.47211246290290	0.47197590291291	0.47152917292292	0.47137785293293	0.47137544294294	0.47107226295295	0.47073238296296	0.47035547297297	0.47010762298298	0.47005515299299	0.4697850430300	0.46958257530301	0.46940381830302	0.46932237230303	0.46915350930304	0.46900877330305	0.46883033530306	0.46854970930307	0.46827622030308	0.4679720643309	0.46783396673310	0.46755295383311	0.46732161563312	0.46725739483313	0.46725604913314	0.46684160153315	0.46651063583316	0.46593119
317	0.4658758082
318	0.4656283613
319	0.4653311355
320	0.4650668547
321	0.4648131112
322	0.4646323331
323	0.4644568167
324	0.4635559288
325	0.4633085933
326	0.4631379251
327	0.4627167015
328	0.4623607676
329	0.4618437598
330	0.4611330991
331	0.4606576965
332	0.4602686907
333	0.4599505719
334	0.4594631581
335	0.4587243532
336	0.4583145251
337	0.4580746474
338	0.4578391575
339	0.4577703959
340	0.4576467622
341	0.4572656097
342	0.4570526494
343	0.4568386
344	0.4565873324
345	0.4560008929
346	0.455703514
347	0.4553066064
348	0.4549152643
349	0.4545079316
350	0.4539509072
351	0.4534010877
352	0.4531480384
353	0.4524630874
354	0.4521827284
355	0.4518931815
356	0.4512129051
357	0.4509348809
358	0.4505065935
359	0.45013636193360	0.44985976493361	0.44961538043362	0.44952262243363	0.44927538813364	0.44889060536365	0.4485797923366	0.44834027883367	0.44805872343368	0.44771700293369	0.4471527133370	0.44671257653371	0.44609516773372	0.44562614433373	0.4453239693374	0.444855133
375	0.4443210039
376	0.444026931
377	0.4439333303
378	0.4437641215
379	0.44357165853380	0.44343211933381	0.44301142163382	0.44266055323383	0.442165977
384	0.4418333526
385	0.44143268323386	0.44086427423387	0.4403412563388	0.44012401153389	0.439805889
390	0.4391481485
391	0.4387624535
392	0.4385113578
393	0.4382848009
394	0.43796987223395	0.43732495093396	0.43698015583397	0.43668145323398	0.43644339453399	0.43598627624400	0.43575297234401	0.43541654254402	0.43513827254403	0.43473939654404	0.43438791094405	0.43396586964406	0.43358035094407	0.43349319714408	0.43270102
409	0.4322667443
410	0.4318506593
411	0.4315512641
412	0.4314219559
413	0.4310965557
414	0.4305938355
415	0.4302143229
416	0.429738026
417	0.429444184
418	0.4289206428
419	0.4287003818
420	0.4283972083
421	0.4280435634
422	0.4277310392
423	0.4274447292
424	0.4269681653
425	0.4262691865
426	0.4259142322
427	0.4256131395
428	0.4251318406
429	0.4248563984
430	0.4247937102
431	0.4243885205
432	0.42370856484433	0.42353246274434	0.42308221114435	0.42289633214436	0.42259713024437	0.42211815343438	0.42187219439439	0.42153617440440	0.42119462441441	0.42084191442442	0.42042296443443	0.41998211444444	0.41977562445445	0.4196983944446	0.41940100744447	0.4188201774448	0.41861030864449	0.41826824545450	0.41802099945451	0.41777830245452	0.41758330345453	0.41738656745454	0.41707822845455	0.41689273045456	0.41645375645457	0.41608963345458	0.41603735945459	0.41576489446460	0.41514900146461	0.41490056646462	0.41488261146463	0.41443290046464	0.41441569346465	0.41397738046466	0.41372878346467	0.41328640446468	0.41305404846469	0.41283809847470	0.41260427547471	0.4125878447472	0.41226452247473	0.41225004847474	0.41172553047475	0.41134293476476	0.41132222477477	0.41123410478478	0.4109617247479	0.41083256948480	0.41008379748481	0.40960634248482	0.40922043048483	0.40878560748484	0.40832284948485	0.4081107214486	0.40808710864487	0.40799634764488	0.40774397954489	0.40730386014490	0.40702077154491	0.40680491434492	0.40662268664493	0.40648204784494	0.40580827254495	0.40578835824496	0.405387482
497	0.4052109859
498	0.4051353051
499	0.40483601975500	0.40466939450501	0.40430528502502	0.40420167503503	0.40382086504504	0.40346482505505	0.40313085506506	0.40274882507507	0.40256235508508	0.40252203509509	0.4020957510	510	0.4018434511	511	0.4014940512	512	0.4013822513	513	0.4009457514	514	0.4005431515	515	0.4005216516516	0.40031472517517	0.399925518	0518	0.399745519	0519	0.399382520	0520	0.399119521	0521	0.398991522	0522	0.398720523	0523	0.39836524	0.524	0.39821525	0.525	0.39817526	0.526	0.3979527	0.3527	0.3976528	0.528	0.39725529	0.529	0.39711530	0530	0.39673531	0.531	0.39650532	0.532	0.39643533	0.533	0.39605534	0.534	0.39569535	0.535	0.39544536	0.536	0.39511537	0.537	0.3947538	0.3538	0.3944539	0.3539	0.3943540	0.3540	0.3941541	0.3541	0.3938542	0.3542	0.3936543	0543	0.393314544	0544	0.393202545	0545	0.393071546	546	0.3928921547	547	0.3924804548	548	0.3922667549	549	0.3919903550	550	0.3915895551	551	0.3912391552552	0.39110010553553	0.39100187554554	0.39065609555555	0.39048524556556	0.39012294557557	0.38986473558558	0.38951453559559	0.38940767560560	0.38906340561561	0.38882977562562	0.38862566563563	0.38847160564564	0.3881348565	565	0.3876053566	566	0.3875833567567	0.38724260568568	0.38702617569569	0.3867868570	570	0.386455571	0571	0.386223572	0572	0.386076573	0573	0.385620574	0574	0.385211575	0575	0.385053576	0576	0.384974577	0577	0.384812578	0578	0.38448579	0.579	0.38447580	0.580	0.38419581	0581	0.383677582	0582	0.38327583	0.583	0.38307584	0.584	0.38294585	585	0.3825148586	586	0.3822412587	587	0.382143588	0588	0.381760589	0589	0.381600590	0590	0.381454591	0591	0.381224592	0592	0.380957593	0593	0.380644594	0594	0.380637595595	0.3804588596	596	0.3802422597	597	0.3801426598	598	0.380051599	0599	0.379759600	0600	0.379700601	0601	0.379619602	0602	0.379343603	0603	0.37904604	0.604	0.37875605	0.605	0.37870606	0.606	0.37842607	0.607	0.37833608	0.608	0.37806609	0609	0.377791610	0610	0.377659611	0611	0.377616612	0612	0.377329613	0613	0.377266614	0614	0.377036615	0615	0.376804616	0616	0.376564617	0617	0.376194618	0618	0.376016619	0619	0.375613620	0620	0.375393621	621	0.3750840622	622	0.3747895623	623	0.3745625624	624	0.3742447625	625	0.3742079626	626	0.3740402627	627	0.3739573628	628	0.3737424629	629	0.3733788630	630	0.3733233631	631	0.3730285632	632	0.3727329633	633	0.3726867634	634	0.37253635	0.635	0.37200636	0.636	0.37197637	637	0.3716595638	638	0.3713577639	639	0.3712584640	640	0.3709697641	641	0.3707782642	642	0.3706606643	643	0.3704767644	644	0.3700042645	645	0.3698690646	646	0.3696554647647	0.36940956648648	0.3693583864649	0.36895432465650	0.36887129565651	0.36867431365652	0.36831196365653	0.36808745265654	0.36785647265655	0.36756244565656	0.36733826365657	0.36715579565658	0.36684255659659	0.36660966660660	0.36647531661661	0.36640424662662	0.36619137663663	0.36592249664664	0.3657340266665	0.36567733866666	0.3653995266667	0.36505870066668	0.36464011626669	0.36432270146670	0.36391331667671	0.36384956067672	0.36355765067673	0.36327817767674	0.36280933567675	0.36251493267676	0.36227416467677	0.36223522067678	0.36208863967679	0.36197798668680	0.36193416768681	0.36184429768682	0.36167134268683	0.36144428968684	0.3610115556685	0.36095093556686	0.36078194
687	0.3605803912
688	0.3602030966
689	0.3601686963
690	0.360082482
691	0.3593543056
692	0.3591260671
693	0.3588857884
694	0.3586881784
695	0.3584643464
696	0.3581516239
697	0.3579150096
698	0.3577212023
699	0.3572641961
700	0.3569663338
701	0.3568206746
702	0.3566427737
703	0.3564323895
704	0.3561467244
705	0.3560540544
706	0.3558495579
707	0.355592741
708	0.3553241442
709	0.3550812446
710	0.3548437837
711	0.35462846437712	0.35457448477713	0.35452112447714	0.35416785167715	0.35379852677716	0.35356550067717	0.353440247
718	0.353275401
719	0.3531957121
720	0.3529240312
721	0.3528453257
722	0.3527742805
723	0.3526104046
724	0.3521967604
725	0.35181076257726	0.35162582
727	0.351415588
728	0.351092587
729	0.3508860542
730	0.3505260092
731	0.3503110994
732	0.3501641593
733	0.3500191017
734	0.3498101947
735	0.3496863248
736	0.3492105732
737	0.3489661032
738	0.3485399501
739	0.3482265542
740	0.3476597109
741	0.3472495489
742	0.3465983142
743	0.3462404501
744	0.3461009986
745	0.3458968716
746	0.3456934756
747	0.3456441112
748	0.3454976621
749	0.3453825397
750	0.3450362665
751	0.3449290541
752	0.3445866003
753	0.3444878144
754	0.3442386825
755	0.3441301724
756	0.3440797369
757	0.3438111679
758	0.3434279957
759	0.3433136535
760	0.3428785745
761	0.3426199146
762	0.3423224541
763	0.3420999992
764	0.3420297224
765	0.3418915547
766	0.3417023097
767	0.341440188
768	0.3413107939
769	0.3410371648
770	0.3406461872
771	0.3404095062
772	0.3402593105
773	0.3401553162
774	0.3399638337
775	0.3399046122
776	0.3397260737
777	0.3395304826
778	0.3394115229
779	0.3392874763
780	0.3391979423
781	0.3389215167
782	0.3385529225
783	0.3382700334
784	0.3379839201
785	0.3378198489
786	0.3375321567
787	0.3372576941
788	0.3369821976
789	0.3368730406
790	0.3365229338
791	0.3363608299
792	0.33630935
793	0.3361060246
794	0.3359503991
795	0.3355509042
796	0.3353276381
797	0.3350804063
798	0.3347518251
799	0.33453474
800	0.3342252879
801	0.3340444593
802	0.3338611373
803	0.3337124174
804	0.3333151406
805	0.333278741
806	0.3331146953
807	0.3328210199
808	0.332648882
809	0.3323678608
810	0.3322466919
811	0.3320574527
812	0.3320016234
813	0.3317866321
814	0.3316743157
815	0.3314328532
816	0.3313157698
817	0.3309843148
818	0.3306581868
819	0.3302056658
820	0.3298134967
821	0.32955902
822	0.3294441031
823	0.3293155581
824	0.3290195074
825	0.3286504335
826	0.3284203718
827	0.3282058443
828	0.3279571188
829	0.3277971997
830	0.3275053194
831	0.327392674
832	0.3271833198
833	0.3269951698
834	0.3267777544
835	0.326627785
836	0.3265000337
837	0.3263464984
838	0.3261712048
839	0.3260751716
840	0.3260042049
841	0.3257919627
842	0.3257057487
843	0.3254586084
844	0.3253007811
845	0.325156672
846	0.3249046732
847	0.3247718603
848	0.3244771035
849	0.3243529179
850	0.3242201288
851	0.3241248855
852	0.3239664869
853	0.3236157917
854	0.323507345
855	0.3233022601
856	0.3229959201
857	0.3226300343
858	0.3225206816
859	0.3223285633
860	0.3221607388
861	0.3220284553
862	0.3216299313
863	0.3215363267
864	0.3213354904
865	0.3212568698
866	0.3211844213
867	0.3208644618
868	0.3206618626
869	0.3203878962
870	0.3201053994
871	0.3197695784
872	0.3195434023
873	0.3193162649
874	0.3191306196
875	0.3189909435
876	0.3188260555
877	0.3186571261
878	0.3184557717
879	0.3183419853
880	0.3181606362
881	0.3180442029
882	0.3179636662
883	0.3177852223
884	0.317578243
885	0.3174489428
886	0.31722962
887	0.3169944024
888	0.3167749372
889	0.3166427629
890	0.3165110354
891	0.3162400594
892	0.3158837399
893	0.3155719963
894	0.3153757321
895	0.3151945306
896	0.3151097849
897	0.3146824342
898	0.3146463808
899	0.3145120862
900	0.3143891271
901	0.3142456811
902	0.314094648
903	0.3138193208
904	0.3137924193
905	0.3136969346
906	0.313481562
907	0.3133568987
908	0.3132643104
909	0.3131686369
910	0.3130487509
911	0.3129575171
912	0.312752751
913	0.3126824147
914	0.3126584648
915	0.3124298635
916	0.3121058816
917	0.3119565218
918	0.3118327029
919	0.3116726232
920	0.3115703883
921	0.3113994111
922	0.3111699891
923	0.3111100066
924	0.3107709829
925	0.3105843003
926	0.3104676912
927	0.310003052
928	0.3097147587
929	0.3094856677
930	0.3090867444
931	0.3090044391
932	0.3088791573
933	0.3087140613
934	0.3085840573
935	0.3085193572
936	0.3082983139
937	0.3081084932
938	0.3077444446
939	0.3076122387
940	0.3073724892
941	0.3072862374
942	0.3070204124
943	0.306719393
944	0.3065194329
945	0.3062705104
946	0.3061889836
947	0.3058677864
948	0.3054000084
949	0.3052709193
950	0.3049976503
951	0.3048657293
952	0.3048047007
953	0.3047120927
954	0.3045037704
955	0.3043001116
956	0.3041740084
957	0.3040922031
958	0.30385886259959	0.30380523449960	0.30360944779961	0.30353332289962	0.30342031149963	0.30321244964964	0.30313965965965	0.30300632966966	0.30279679967967	0.30261723968968	0.3021694969	969	0.3021012970	970	0.3018719971	971	0.3016178972	972	0.3015293973973	0.30134352974974	0.30124580975975	0.30115051976976	0.30082791977977	0.30076077978978	0.30062493979979	0.30051636980980	0.30031195981981	0.30002401982982	0.29989646983983	0.29972537984984	0.29933971985985	0.29905157986986	0.29894587987987	0.29866167988988	0.2983987989	989	0.2983210990	990	0.2982742991	991	0.2981067992	992	0.2979956993	993	0.2978993994	994	0.2975427995	995	0.2973868996	996	0.2971391997	997	0.2970092998	998	0.2969048999	999	0.2965029358
95569
